Image,Description,Ground Truth
cju2zblxw9848087853csbrx1.png,"one medium white it is round polyp, located in right of the image
",cju2zblxw9848087853csbrx1.png
cju7eotqi2qea0871y8yc7tqh.png,"two large brown round polyp, located in top left, center of the image
",cju7eotqi2qea0871y8yc7tqh.png
cju5y7buemcw80987p0r30g9f.png,"one medium white round polyp, located in left of the image
",cju5y7buemcw80987p0r30g9f.png
cju6z9a9kwsl007552s49rx6i.png,"three small, medium white round polyp, located in top left, center, bottom of the image
",cju6z9a9kwsl007552s49rx6i.png
cju2wx0gh7fpz0878wwyd9ep8.png,"one small white oval polyp, located in right of the image
",cju2wx0gh7fpz0878wwyd9ep8.png
cju7afqon1ip40850ue2308b6.png,"one small pink oval polyp, located in right of the image
",cju7afqon1ip40850ue2308b6.png
cju1cvkfwqrec0993wbp1jlzm.png,"one small yellow oval polyp, located in bottom of the image
",cju1cvkfwqrec0993wbp1jlzm.png
cjyzkmjy8evns070165gf9dmq.png,"one medium white oval polyp, located in center of the image
",cjyzkmjy8evns070165gf9dmq.png
cju1dhfok4mhe0878jlgrag0h.png,"one small tan oval polyp, located in center of the image
",cju1dhfok4mhe0878jlgrag0h.png
cju0rx1idathl0835detmsp84.png,"one small white round polyp, located in right of the image
",cju0rx1idathl0835detmsp84.png
cjyzjzssvd8pq0838f4nolj5l.png,"two small white triangular polyp, located in left, top left of the image
",cjyzjzssvd8pq0838f4nolj5l.png
cju5kre09fhka0850h7b1898j.png,"one small brown round polyp, located in right of the image
",cju5kre09fhka0850h7b1898j.png
cju1brhsj3rls0855a1vgdlen.png,"one small white circle polyp, located in center of the image
",cju1brhsj3rls0855a1vgdlen.png
cju77vvcwzcm50850lzoykuva.png,"one small white heart polyp, located in bottom of the image
",cju77vvcwzcm50850lzoykuva.png
cju1erep75us208553i4ofwwe.png,"one medium tan round polyp, located in center of the image
",cju1erep75us208553i4ofwwe.png
cju1f320ewfyu0988ndz6blh5.png,"one medium white round polyp, located in bottom of the image
",cju1f320ewfyu0988ndz6blh5.png
cju410dnfl0960755y8lu8d79.png,"one medium pink round polyp, located in center of the image
",cju410dnfl0960755y8lu8d79.png
cju8cattbsivm0818p446wgel.png,"one large white round polyp, located in center of the image
",cju8cattbsivm0818p446wgel.png
cju5bbtwsa8cl0987wgfsqpao.png,"one medium pink oval polyp, located in right of the image
",cju5bbtwsa8cl0987wgfsqpao.png
cju5uget8krjy0818kvywd0zu.png,"one small brown heart shape polyp, located in right of the image
",cju5uget8krjy0818kvywd0zu.png
cju6vvxsev9y30987kespucdg.png,"one small tan round polyp, located in top right of the image
",cju6vvxsev9y30987kespucdg.png
cju40sdwukv3k0755y99ug1k8.png,"one medium brown round polyp, located in center of the image
",cju40sdwukv3k0755y99ug1k8.png
cju5cjh3xattc0817j2vbulzi.png,"two small white it is round polyp, located in top, right of the image
",cju5cjh3xattc0817j2vbulzi.png
cju8d2q30tfhs0801n7lx77xl.png,"one medium white round polyp, located in bottom right of the image
",cju8d2q30tfhs0801n7lx77xl.png
cju32pzh9bpw10855q4vaxfhe.png,"one small white round polyp, located in top of the image
",cju32pzh9bpw10855q4vaxfhe.png
cjyzlw7f9faqr070129au64sq.png,"one medium yellow circle polyp, located in center of the image
",cjyzlw7f9faqr070129au64sq.png
cju6vrs1ov8cr098788h8gs6j.png,"one small tan heart polyp, located in center of the image
",cju6vrs1ov8cr098788h8gs6j.png
cju33w4sdcivk0855x879zht7.png,"one small tan oval polyp, located in center of the image
",cju33w4sdcivk0855x879zht7.png
cju2rkjfwoxys0993x768l1j2.png,"one medium white round polyp, located in center of the image
",cju2rkjfwoxys0993x768l1j2.png
cju8buos5rz9b08715lfr0f4f.png,"two medium white round polyp, located in top left, top right of the image
",cju8buos5rz9b08715lfr0f4f.png
cju1g20bdwq6u0835e16xugcd.png,"one medium white kidney polyp, located in right of the image
",cju1g20bdwq6u0835e16xugcd.png
cju6z2616wqbk07555bvnuyr1.png,"one medium yellow oval polyp, located in bottom of the image
",cju6z2616wqbk07555bvnuyr1.png
cju2lcyfgkf5809932fn9gucn.png,"one small brown round polyp, located in center of the image
",cju2lcyfgkf5809932fn9gucn.png
cju1cfhyg48bb0799cl5pr2jh.png,"one medium white round polyp, located in right of the image
",cju1cfhyg48bb0799cl5pr2jh.png
cju40m0rjkpw80871z6n6yg1u.png,"two small, medium white round polyp, located in top right, center of the image
",cju40m0rjkpw80871z6n6yg1u.png
cju77afzlz3kp07550x5nafzs.png,"two large orange round polyp, located in top left, top left of the image
",cju77afzlz3kp07550x5nafzs.png
cju1f15k3w4ct0835cmde6ypo.png,"one medium tan round polyp, located in bottom right of the image
",cju1f15k3w4ct0835cmde6ypo.png
cju5xneamme2p0801qdf7fdwv.png,"one small red heart polyp, located in top of the image
",cju5xneamme2p0801qdf7fdwv.png
cju77q10sz9ug0801449wu1nu.png,"one medium white round polyp, located in top right of the image
",cju77q10sz9ug0801449wu1nu.png
cju43c92lm5cj0755lorsorfg.png,"three small white heart polyp, located in top right, top right, center of the image
",cju43c92lm5cj0755lorsorfg.png
cju1d50a94qf50855wsowacrc.png,"one small white a circle polyp, located in bottom right of the image
",cju1d50a94qf50855wsowacrc.png
cju87q6yoneim0871dl4phvkd.png,"one medium white round polyp, located in center of the image
",cju87q6yoneim0871dl4phvkd.png
cju2qdj95ru8g09886gfi9rsz.png,"two large yellow round polyp, located in top left, center of the image
",cju2qdj95ru8g09886gfi9rsz.png
cju1ftaji6isw0855108yqcse.png,"one medium white round polyp, located in right of the image
",cju1ftaji6isw0855108yqcse.png
cju2upu4evw7g08358guwozxv.png,"one small brown round polyp, located in center of the image
",cju2upu4evw7g08358guwozxv.png
cju3uhb79gcgr0871orbrbi3x.png,"ten small white circle polyp, located in top right, top left, top right, top, top right, top left, right, center, right, bottom of the image
",cju3uhb79gcgr0871orbrbi3x.png
cju6v3bb2v7xo085090blubyw.png,"three small brown round polyp, located in top left, top, bottom of the image
",cju6v3bb2v7xo085090blubyw.png
cju6wll7wvo3y08502pagos8m.png,"one medium brown round polyp, located in center of the image
",cju6wll7wvo3y08502pagos8m.png
cju15czxqp3lv0835jvhgzurz.png,"one medium white round polyp, located in center of the image
",cju15czxqp3lv0835jvhgzurz.png
cju2zpw4q9vzr0801p0lysjdl.png,"one small brown circle polyp, located in center of the image
",cju2zpw4q9vzr0801p0lysjdl.png
cju8bzzy2s66m08016z6mouqt.png,"one small white round polyp, located in right of the image
",cju8bzzy2s66m08016z6mouqt.png
cju2ij9uiic2l09933ljiv6gm.png,"one small white round polyp, located in center of the image
",cju2ij9uiic2l09933ljiv6gm.png
cju3v664kh0px0818y4y7wolf.png,"one small white oval polyp, located in right of the image
",cju3v664kh0px0818y4y7wolf.png
cju88trl3ogi208716qvti51b.png,"one small white circle polyp, located in center of the image
",cju88trl3ogi208716qvti51b.png
cju8c5zcbsdfz0801o5t6jag1.png,"one small white round polyp, located in top right of the image
",cju8c5zcbsdfz0801o5t6jag1.png
cju32jcdabepz0878d0cznmfe.png,"one medium orange oval polyp, located in right of the image
",cju32jcdabepz0878d0cznmfe.png
cju2yg5ht8i4p087800js8hp4.png,"one medium white round polyp, located in right of the image
",cju2yg5ht8i4p087800js8hp4.png
cju35mdz73x890835eynq1h9v.png,"one medium brown oval polyp, located in center of the image
",cju35mdz73x890835eynq1h9v.png
cju8cdeazsm8h0801jxifmzur.png,"one medium white round polyp, located in center of the image
",cju8cdeazsm8h0801jxifmzur.png
cju5woy82m07m08505dmjg7g1.png,"one medium pink round polyp, located in bottom right of the image
",cju5woy82m07m08505dmjg7g1.png
cju5yhgznmkzb0801cji2vi8j.png,"one small white circle polyp, located in center of the image
",cju5yhgznmkzb0801cji2vi8j.png
cju326h4v1gxw08352px40p7r.png,"two large yellow round polyp, located in top left, center of the image
",cju326h4v1gxw08352px40p7r.png
cju160wshltz10993i1gmqxbe.png,"one small white circle polyp, located in right of the image
",cju160wshltz10993i1gmqxbe.png
cju16b6ynq8e40988m8vx0xnj.png,"one small brown circle polyp, located in top left of the image
",cju16b6ynq8e40988m8vx0xnj.png
cju85citjlnfm0755i4rk5tqj.png,"one small white round polyp, located in top of the image
",cju85citjlnfm0755i4rk5tqj.png
cju1drnhbrb9409935wi7vkhg.png,"two large white triangular polyp, located in top left, right of the image
",cju1drnhbrb9409935wi7vkhg.png
cju1c4fcu40hl07992b8gj0c8.png,"one small white circle polyp, located in right of the image
",cju1c4fcu40hl07992b8gj0c8.png
cju2ma647l0nj0993ot4deq2q.png,"three small white round polyp, located in top left, right, bottom of the image
",cju2ma647l0nj0993ot4deq2q.png
cju2zwg05a0oy0801yr73ig7g.png,"one medium tan oval polyp, located in right of the image
",cju2zwg05a0oy0801yr73ig7g.png
cju83rcnzkbsj0755x5anfrcg.png,"one medium white circle polyp, located in center of the image
",cju83rcnzkbsj0755x5anfrcg.png
cju8bbznkrf5g0871jncffynk.png,"one medium white round polyp, located in center of the image
",cju8bbznkrf5g0871jncffynk.png
cju7fob3x301u0755x985pmmq.png,"one medium white round polyp, located in center of the image
",cju7fob3x301u0755x985pmmq.png
cju2z6ez69g4u0801qwt088lw.png,"two large yellow round polyp, located in top left, center of the image
",cju2z6ez69g4u0801qwt088lw.png
cju5es375cnzy0801nkq35ffs.png,"one small brown round polyp, located in center of the image
",cju5es375cnzy0801nkq35ffs.png
cju5vutu7ll8w0871dfp92n9p.png,"one medium white circle polyp, located in center of the image
",cju5vutu7ll8w0871dfp92n9p.png
cju5cetivauok0987ok3e5bre.png,"one medium white round polyp, located in center of the image
",cju5cetivauok0987ok3e5bre.png
cju15mhjczc8z0801kit5c6di.png,"one medium white round polyp, located in top right of the image
",cju15mhjczc8z0801kit5c6di.png
cju5u6wf0kh1t0755bg1ssixv.png,"one large yellow round polyp, located in center of the image
",cju5u6wf0kh1t0755bg1ssixv.png
cju34sh43d8zm08019xbwhc0o.png,"one medium white round polyp, located in center of the image
",cju34sh43d8zm08019xbwhc0o.png
cju310f6val1v0855xo8tc3gu.png,"one large white round polyp, located in center of the image
",cju310f6val1v0855xo8tc3gu.png
cju42tauqlo5p08171l3cuo4b.png,"one small pink round polyp, located in center of the image
",cju42tauqlo5p08171l3cuo4b.png
cju43kj2pm34f0850l28ahpni.png,"one small white circle polyp, located in right of the image
",cju43kj2pm34f0850l28ahpni.png
cju5x28nzm7t907558ocq4bt7.png,"one medium white oval polyp, located in top of the image
",cju5x28nzm7t907558ocq4bt7.png
cju2y0z6g87p10878fpk5d3rq.png,"one medium yellow round polyp, located in center of the image
",cju2y0z6g87p10878fpk5d3rq.png
cju320gyvbch60801v2amdi2g.png,"one medium white a thumb polyp, located in right of the image
",cju320gyvbch60801v2amdi2g.png
cju30nyxe0gfb0835p256yoju.png,"one large white round polyp, located in right of the image
",cju30nyxe0gfb0835p256yoju.png
cju2yw4s7z7p20988lmf2gdgd.png,"one small yellow circle polyp, located in right of the image
",cju2yw4s7z7p20988lmf2gdgd.png
cju7epwj82koz098713apjnzo.png,"one small white triangular polyp, located in top of the image
",cju7epwj82koz098713apjnzo.png
cju31ugmfb3dz0855xtqshki6.png,"one small tan round polyp, located in center of the image
",cju31ugmfb3dz0855xtqshki6.png
cju3v56bwgy8v0871w14pz8fx.png,"two small, medium white round polyp, located in top, left of the image
",cju3v56bwgy8v0871w14pz8fx.png
cju33jon3ygbj0993pu22a4k6.png,"one small white round polyp, located in bottom of the image
",cju33jon3ygbj0993pu22a4k6.png
cju8bpctzrqkr0850zeldv9kt.png,"one small white round polyp, located in top of the image
",cju8bpctzrqkr0850zeldv9kt.png
cju8bop5jrsid08716i24fqda.png,"one small tan round polyp, located in right of the image
",cju8bop5jrsid08716i24fqda.png
cju7b4mtw1n9n080186209f3d.png,"one small tan oval polyp, located in top of the image
",cju7b4mtw1n9n080186209f3d.png
cju8bqxxurs6i0850mu7mtef9.png,"one medium pink oval polyp, located in right of the image
",cju8bqxxurs6i0850mu7mtef9.png
cju45qbf3n9sa0987oonbkly9.png,"one medium tan round polyp, located in right of the image
",cju45qbf3n9sa0987oonbkly9.png
cju88fpm4o0tl0871w1i6a4ds.png,"one small orange circle polyp, located in top right of the image
",cju88fpm4o0tl0871w1i6a4ds.png
cjz14qsk2wci60794un9ozwmw.png,"one medium white triangular polyp, located in center of the image
",cjz14qsk2wci60794un9ozwmw.png
cju2hqt33lmra0988fr5ijv8j.png,"one medium yellow round polyp, located in bottom right of the image
",cju2hqt33lmra0988fr5ijv8j.png
cju87r56lnkyp0755hz30leew.png,"one large white round polyp, located in right of the image
",cju87r56lnkyp0755hz30leew.png
cju77t0razbvm080106o56289.png,"two large white round polyp, located in top left, left of the image
",cju77t0razbvm080106o56289.png
cju8bj2ssrmlm0871gc2ug2rs.png,"one small pink triangular polyp, located in center of the image
",cju8bj2ssrmlm0871gc2ug2rs.png
cju32phw2bv130801yj7bkouq.png,"two large yellow round polyp, located in top left, center of the image
",cju32phw2bv130801yj7bkouq.png
cju45rj7ln8980850a7821fov.png,"two small white round polyp, located in top left, bottom right of the image
",cju45rj7ln8980850a7821fov.png
cju83mki1jv5w0817kubxm31r.png,"two medium white round polyp, located in top left, bottom right of the image
",cju83mki1jv5w0817kubxm31r.png
cju42u5bjlvi10801dc13sskp.png,"one medium white round polyp, located in center of the image
",cju42u5bjlvi10801dc13sskp.png
cju30u1hbakn808019g15nb8b.png,"one small white round polyp, located in center of the image
",cju30u1hbakn808019g15nb8b.png
cju324q101fhe08350wae9cif.png,"one medium white circle polyp, located in top of the image
",cju324q101fhe08350wae9cif.png
cju7bd1qu1mx409877xjxibox.png,"one medium yellow round polyp, located in center of the image
",cju7bd1qu1mx409877xjxibox.png
cju6vvb8svhed0801jjcquh5e.png,"one small white triangular polyp, located in center of the image
",cju6vvb8svhed0801jjcquh5e.png
cju3wstckialg0871xs0vevsj.png,"one large white round polyp, located in center of the image
",cju3wstckialg0871xs0vevsj.png
cju5ymyd8mmdc0801ry3by1xr.png,"one small white round polyp, located in right of the image
",cju5ymyd8mmdc0801ry3by1xr.png
cju3uz4o6gr9z0850lhxyxvsj.png,"one medium pink round polyp, located in center of the image
",cju3uz4o6gr9z0850lhxyxvsj.png
cju17hw9hr9c5098800fu4u8e.png,"one small white circle polyp, located in center of the image
",cju17hw9hr9c5098800fu4u8e.png
cju35fxqyzt5p0993vusm54qz.png,"one medium white round polyp, located in center of the image
",cju35fxqyzt5p0993vusm54qz.png
cju2raxlosl630988jdbfy9b0.png,"two large yellow round polyp, located in top left, bottom of the image
",cju2raxlosl630988jdbfy9b0.png
cju5bwhapakm90987c1v4z46a.png,"one small black circle polyp, located in center of the image
",cju5bwhapakm90987c1v4z46a.png
cju7f900s2o0k08175gl1giid.png,"one medium white triangular polyp, located in left of the image
",cju7f900s2o0k08175gl1giid.png
cju30ywtc0oar0835bp2en7ec.png,"one medium tan round polyp, located in left of the image
",cju30ywtc0oar0835bp2en7ec.png
cju41p90plcsx08018cnzpndc.png,"one small black circle polyp, located in bottom of the image
",cju41p90plcsx08018cnzpndc.png
cju8aj01yqeqm0850lhdz3xdw.png,"one medium yellow round polyp, located in bottom right of the image
",cju8aj01yqeqm0850lhdz3xdw.png
cju8cgi2kspp308011nxdtjp6.png,"one small white oval polyp, located in right of the image
",cju8cgi2kspp308011nxdtjp6.png
cju34c1xfyz920993itxkkfad.png,"one medium brown round polyp, located in center of the image
",cju34c1xfyz920993itxkkfad.png
cju32csyfblyh080170aa3x5p.png,"one medium brown round polyp, located in center of the image
",cju32csyfblyh080170aa3x5p.png
cju3xzvnzj0hd0755xprz39nj.png,"two large white round polyp, located in top left, right of the image
",cju3xzvnzj0hd0755xprz39nj.png
cju2xf8e5y2wm08359vcgk09b.png,"one large yellow round polyp, located in right of the image
",cju2xf8e5y2wm08359vcgk09b.png
cju5wuhm1lwm40987vugqn3vv.png,"one medium yellow triangular polyp, located in right of the image
",cju5wuhm1lwm40987vugqn3vv.png
cju6xmqd9w0250817l5kxfnsk.png,"two medium white oval polyp, located in top left, right of the image
",cju6xmqd9w0250817l5kxfnsk.png
cju7d2q1k27nf08715zshsckt.png,"one medium white round polyp, located in bottom right of the image
",cju7d2q1k27nf08715zshsckt.png
cju2lejzcy4pc0878c9rlonot.png,"one medium yellow round polyp, located in bottom right of the image
",cju2lejzcy4pc0878c9rlonot.png
cju7ff97z2ow40817u2r83my5.png,"one small white triangular polyp, located in top of the image
",cju7ff97z2ow40817u2r83my5.png
cju7el6xv2k520817qxx9wdr5.png,"one medium white round polyp, located in right of the image
",cju7el6xv2k520817qxx9wdr5.png
cju5x7iskmad90818frchyfwd.png,"two medium white round polyp, located in top left, left of the image
",cju5x7iskmad90818frchyfwd.png
